Data: venerdì 15 maggio 2020	Ora: 12:47
Analizzatore  1: TOF TOF LR	Analizzatore  2: R66 ROUTE66_HR_XPS	
pass energy/rall 1: 0.00	pass energy/rall 2: 40.00	
******************************************************
Scansione:    angolo polare
Min (eV): 250.00	Max (eV): 343.00	Step (eV): 0.25	
kinetic energy 1 (eV): 0.00	kinetic energy 2 (eV): 1198.70
polar angle (deg): 343.00	X axis (mm): 580.50
*******************  R66 parameters ********************
Step in ch_x_eV: 10	Ch x eV @ Ep=1eV: 5236
binned channels: 14	same region acquisitions: 41
******************************************************
Acq. time (s):  1.00	Number of scans:  1	Total acq. time (s):  1.00
******************************************************
250.000000	265.000000
250.250000	256.000000
250.500000	277.000000
250.750000	299.000000
251.000000	310.000000
251.250000	319.000000
251.500000	358.000000
251.750000	387.000000
252.000000	447.000000
252.250000	475.000000
252.500000	505.000000
252.750000	513.000000
253.000000	517.000000
253.250000	539.000000
253.500000	543.000000
253.750000	593.000000
254.000000	623.000000
254.250000	644.000000
254.500000	609.000000
254.750000	645.000000
255.000000	656.000000
255.250000	625.000000
255.500000	683.000000
255.750000	752.000000
256.000000	746.000000
256.250000	689.000000
256.500000	715.000000
256.750000	751.000000
257.000000	727.000000
257.250000	701.000000
257.500000	689.000000
257.750000	741.000000
258.000000	750.000000
258.250000	748.000000
258.500000	670.000000
258.750000	730.000000
259.000000	673.000000
259.250000	683.000000
259.500000	707.000000
259.750000	694.000000
260.000000	724.000000
260.250000	715.000000
260.500000	689.000000
260.750000	680.000000
261.000000	716.000000
261.250000	751.000000
261.500000	745.000000
261.750000	688.000000
262.000000	660.000000
262.250000	741.000000
262.500000	727.000000
262.750000	700.000000
263.000000	630.000000
263.250000	717.000000
263.500000	694.000000
263.750000	670.000000
264.000000	753.000000
264.250000	684.000000
264.500000	708.000000
264.750000	693.000000
265.000000	691.000000
265.250000	635.000000
265.500000	705.000000
265.750000	708.000000
266.000000	675.000000
266.250000	774.000000
266.500000	694.000000
266.750000	629.000000
267.000000	724.000000
267.250000	685.000000
267.500000	694.000000
267.750000	701.000000
268.000000	690.000000
268.250000	654.000000
268.500000	688.000000
268.750000	647.000000
269.000000	705.000000
269.250000	661.000000
269.500000	679.000000
269.750000	686.000000
270.000000	670.000000
270.250000	648.000000
270.500000	701.000000
270.750000	657.000000
271.000000	666.000000
271.250000	660.000000
271.500000	649.000000
271.750000	646.000000
272.000000	665.000000
272.250000	669.000000
272.500000	628.000000
272.750000	623.000000
273.000000	668.000000
273.250000	627.000000
273.500000	637.000000
273.750000	652.000000
274.000000	655.000000
274.250000	647.000000
274.500000	690.000000
274.750000	650.000000
275.000000	650.000000
275.250000	610.000000
275.500000	663.000000
275.750000	643.000000
276.000000	619.000000
276.250000	655.000000
276.500000	667.000000
276.750000	611.000000
277.000000	613.000000
277.250000	635.000000
277.500000	660.000000
277.750000	627.000000
278.000000	630.000000
278.250000	645.000000
278.500000	639.000000
278.750000	600.000000
279.000000	604.000000
279.250000	604.000000
279.500000	595.000000
279.750000	640.000000
280.000000	600.000000
280.250000	612.000000
280.500000	605.000000
280.750000	589.000000
281.000000	588.000000
281.250000	622.000000
281.500000	596.000000
281.750000	594.000000
282.000000	630.000000
282.250000	628.000000
282.500000	611.000000
282.750000	625.000000
283.000000	607.000000
283.250000	641.000000
283.500000	613.000000
283.750000	655.000000
284.000000	571.000000
284.250000	638.000000
284.500000	580.000000
284.750000	582.000000
285.000000	567.000000
285.250000	639.000000
285.500000	603.000000
285.750000	602.000000
286.000000	571.000000
286.250000	549.000000
286.500000	599.000000
286.750000	568.000000
287.000000	600.000000
287.250000	616.000000
287.500000	575.000000
287.750000	573.000000
288.000000	584.000000
288.250000	587.000000
288.500000	607.000000
288.750000	572.000000
289.000000	561.000000
289.250000	572.000000
289.500000	564.000000
289.750000	597.000000
290.000000	596.000000
290.250000	604.000000
290.500000	562.000000
290.750000	545.000000
291.000000	557.000000
291.250000	533.000000
291.500000	549.000000
291.750000	614.000000
292.000000	557.000000
292.250000	540.000000
292.500000	570.000000
292.750000	577.000000
293.000000	536.000000
293.250000	545.000000
293.500000	566.000000
293.750000	580.000000
294.000000	583.000000
294.250000	530.000000
294.500000	586.000000
294.750000	553.000000
295.000000	504.000000
295.250000	546.000000
295.500000	558.000000
295.750000	530.000000
296.000000	513.000000
296.250000	551.000000
296.500000	523.000000
