Data: mercoledì 17 giugno 2020	Ora: 11:52
Analizzatore  1: TOF TOF LR	Analizzatore  2: R66 ROUTE66_HR_XPS	
pass energy/rall 1: 0.00	pass energy/rall 2: 40.00	
******************************************************
Scansione:    angolo polare
Min (eV): 242.00	Max (eV): 343.00	Step (eV): 0.25	
kinetic energy 1 (eV): 0.00	kinetic energy 2 (eV): 1198.70
polar angle (deg): 343.00	X axis (mm): 580.00
*******************  R66 parameters ********************
Step in ch_x_eV: 10	Ch x eV @ Ep=1eV: 5236
binned channels: 7	same region acquisitions: 41
******************************************************
Acq. time (s):  4.00	Number of scans:  1	Total acq. time (s):  4.00
******************************************************
242.000000	0.000000
242.250000	0.000000
242.500000	0.000000
242.750000	0.000000
243.000000	0.000000
243.250000	0.000000
243.500000	0.000000
243.750000	0.000000
244.000000	0.000000
244.250000	0.000000
244.500000	0.000000
244.750000	0.000000
245.000000	1.000000
245.250000	0.000000
245.500000	1.000000
245.750000	1.000000
246.000000	2.000000
246.250000	3.000000
246.500000	6.000000
246.750000	10.000000
247.000000	7.000000
247.250000	16.000000
247.500000	18.000000
247.750000	20.000000
248.000000	21.000000
248.250000	35.000000
248.500000	42.000000
248.750000	43.000000
249.000000	61.000000
249.250000	69.000000
249.500000	71.000000
249.750000	79.000000
250.000000	97.000000
250.250000	122.000000
250.500000	146.000000
250.750000	149.000000
251.000000	161.000000
251.250000	195.000000
251.500000	192.000000
251.750000	209.000000
252.000000	236.000000
252.250000	282.000000
252.500000	315.000000
252.750000	297.000000
253.000000	308.000000
253.250000	356.000000
253.500000	384.000000
253.750000	396.000000
254.000000	442.000000
254.250000	434.000000
254.500000	434.000000
254.750000	456.000000
255.000000	456.000000
255.250000	515.000000
255.500000	489.000000
255.750000	492.000000
256.000000	522.000000
256.250000	540.000000
256.500000	532.000000
256.750000	552.000000
257.000000	539.000000
257.250000	531.000000
257.500000	534.000000
257.750000	537.000000
258.000000	561.000000
258.250000	535.000000
258.500000	545.000000
258.750000	557.000000
259.000000	557.000000
259.250000	539.000000
259.500000	540.000000
259.750000	539.000000
260.000000	554.000000
260.250000	546.000000
260.500000	554.000000
260.750000	557.000000
261.000000	536.000000
261.250000	562.000000
261.500000	549.000000
261.750000	559.000000
262.000000	554.000000
262.250000	537.000000
262.500000	588.000000
262.750000	544.000000
263.000000	561.000000
263.250000	566.000000
263.500000	577.000000
263.750000	550.000000
264.000000	560.000000
264.250000	567.000000
264.500000	558.000000
264.750000	562.000000
265.000000	530.000000
265.250000	560.000000
265.500000	573.000000
265.750000	550.000000
266.000000	562.000000
266.250000	563.000000
266.500000	582.000000
266.750000	559.000000
267.000000	574.000000
267.250000	557.000000
267.500000	553.000000
267.750000	553.000000
268.000000	557.000000
268.250000	547.000000
268.500000	550.000000
268.750000	580.000000
269.000000	559.000000
269.250000	555.000000
269.500000	551.000000
269.750000	550.000000
270.000000	543.000000
270.250000	547.000000
270.500000	537.000000
270.750000	538.000000
271.000000	556.000000
271.250000	570.000000
271.500000	559.000000
271.750000	550.000000
272.000000	556.000000
272.250000	542.000000
272.500000	549.000000
272.750000	540.000000
273.000000	546.000000
273.250000	564.000000
273.500000	574.000000
273.750000	571.000000
274.000000	571.000000
274.250000	574.000000
274.500000	555.000000
274.750000	559.000000
275.000000	543.000000
275.250000	552.000000
275.500000	557.000000
275.750000	563.000000
276.000000	540.000000
276.250000	542.000000
276.500000	550.000000
276.750000	543.000000
277.000000	522.000000
277.250000	534.000000
277.500000	519.000000
277.750000	529.000000
278.000000	529.000000
278.250000	545.000000
278.500000	531.000000
278.750000	512.000000
279.000000	545.000000
279.250000	511.000000
279.500000	529.000000
279.750000	523.000000
280.000000	519.000000
280.250000	489.000000
280.500000	528.000000
280.750000	530.000000
281.000000	506.000000
281.250000	524.000000
281.500000	506.000000
281.750000	480.000000
282.000000	497.000000
282.250000	517.000000
282.500000	462.000000
282.750000	520.000000
283.000000	520.000000
283.250000	486.000000
283.500000	526.000000
283.750000	474.000000
284.000000	499.000000
284.250000	500.000000
284.500000	480.000000
284.750000	502.000000
285.000000	478.000000
285.250000	487.000000
285.500000	490.000000
285.750000	494.000000
286.000000	511.000000
286.250000	483.000000
286.500000	479.000000
286.750000	466.000000
287.000000	453.000000
287.250000	480.000000
287.500000	453.000000
287.750000	456.000000
288.000000	477.000000
288.250000	486.000000
288.500000	490.000000
